date,price in usd per troy oz,price in eur per troy oz,price in jpy per troy oz,price in gbp per troy oz,price in cad per troy oz,price in chf per troy oz
3/24/2017,"1,247.50","1,154.50","138,534.90",998.8,"1,668.30","1,236.50"
3/27/2017,"1,257.60","1,155.40","138,871.20","1,000.40","1,682.80","1,236.60"
3/28/2017,"1,257.30","1,156.90","138,618.10","1,003.00","1,682.50","1,236.60"
3/29/2017,"1,251.10","1,163.80","138,915.90","1,007.90","1,674.20","1,247.40"
3/30/2017,"1,248.80","1,163.30","138,985.20",999.6,"1,659.90","1,244.00"
3/31/2017,"1,244.90","1,163.90","138,713.60",995.5,"1,660.20","1,246.00"
4/3/2017,"1,247.30","1,170.90","138,432.30",999.5,"1,670.10","1,251.10"
4/4/2017,"1,257.70","1,179.50","139,014.30","1,010.40","1,689.30","1,259.60"
4/5/2017,"1,245.80","1,168.30","138,514.30",998.5,"1,671.10","1,250.80"
4/6/2017,"1,252.50","1,175.20","138,883.50","1,002.30","1,679.90","1,257.60"
4/7/2017,"1,266.50","1,192.90","140,240.30","1,022.00","1,695.90","1,275.00"
4/10/2017,"1,250.10","1,179.40","138,924.30","1,005.90","1,670.30","1,260.10"
4/11/2017,"1,252.90","1,178.80","137,449.40","1,003.30","1,672.20","1,260.60"
4/12/2017,"1,274.30","1,199.90","139,554.90","1,018.60","1,690.70","1,280.50"
4/13/2017,"1,284.20","1,208.60","140,274.10","1,025.80","1,703.40","1,290.30"
4/14/2017,"1,284.20","1,208.60","140,274.10","1,025.80","1,703.40","1,290.30"
4/17/2017,"1,284.20","1,204.20","139,169.80","1,019.70","1,704.10","1,286.30"
4/18/2017,"1,279.00","1,195.50","138,996.30","1,002.00","1,709.90","1,277.20"
4/19/2017,"1,279.10","1,193.80","139,397.20",998.4,"1,719.20","1,276.60"
4/20/2017,"1,282.10","1,190.80","139,986.10",998.4,"1,730.40","1,275.80"
4/21/2017,"1,281.90","1,199.30","139,837.00","1,003.30","1,732.50","1,280.30"
4/24/2017,"1,269.40","1,168.70","139,513.40",993.5,"1,712.50","1,263.80"
4/25/2017,"1,267.80","1,160.40","140,573.60",988.5,"1,724.50","1,259.30"
4/26/2017,"1,261.90","1,160.20","140,828.80",981.6,"1,710.80","1,255.10"
4/27/2017,"1,262.80","1,162.10","140,404.40",979.2,"1,723.50","1,256.00"
4/28/2017,"1,266.50","1,163.00","141,171.20",978.9,"1,731.60","1,260.70"
5/1/2017,"1,266.50","1,160.00","141,361.10",979.6,"1,729.70","1,258.80"
5/2/2017,"1,255.50","1,151.60","140,773.60",971.4,"1,723.90","1,247.80"
5/3/2017,"1,250.30","1,146.20","140,452.40",969.4,"1,713.90","1,239.30"
5/4/2017,"1,228.50","1,122.30","138,464.70",951.1,"1,685.50","1,217.20"
5/5/2017,"1,228.10","1,117.70","138,321.40",947.6,"1,681.50","1,213.50"
5/8/2017,"1,229.80","1,125.00","138,684.50",950.3,"1,685.60","1,226.60"
5/9/2017,"1,220.40","1,120.60","139,241.50",942.4,"1,672.40","1,226.90"
5/10/2017,"1,223.00","1,125.20","139,453.00",944.4,"1,670.10","1,233.20"
5/11/2017,"1,223.20","1,125.50","139,078.20",949.9,"1,673.60","1,231.70"
5/12/2017,"1,231.30","1,127.20","139,420.60",955.2,"1,689.50","1,234.60"
5/15/2017,"1,233.30","1,123.40","140,121.40",954.8,"1,684.20","1,229.20"
5/16/2017,"1,234.20","1,113.60","139,470.80",955.4,"1,679.30","1,218.40"
5/17/2017,"1,257.40","1,128.10","139,954.90",969.3,"1,709.90","1,231.00"
5/18/2017,"1,255.90","1,128.80","139,536.80",966.2,"1,706.80","1,228.80"
5/19/2017,"1,252.00","1,118.40","139,648.10",961.3,"1,695.80","1,220.10"
5/22/2017,"1,258.90","1,119.10","139,776.40",967.2,"1,697.90","1,224.50"
5/23/2017,"1,260.20","1,122.20","140,001.90",970.9,"1,699.30","1,224.40"
5/24/2017,"1,252.60","1,120.00","140,304.40",967.3,"1,683.70","1,223.40"
5/25/2017,"1,257.00","1,121.00","140,608.70",971,"1,689.30","1,222.00"
5/26/2017,"1,265.10","1,131.10","140,730.50",989.1,"1,701.90","1,232.50"
5/29/2017,"1,265.10","1,131.80","140,787.40",985.1,"1,700.00","1,235.00"
5/30/2017,"1,262.70","1,129.70","140,134.40",981.8,"1,700.40","1,231.50"
5/31/2017,"1,266.20","1,126.00","140,022.70",980.8,"1,710.30","1,225.10"
6/1/2017,"1,264.90","1,126.80","140,714.60",980.4,"1,705.50","1,226.20"
6/2/2017,"1,275.00","1,130.80","140,818.20",989.7,"1,723.10","1,228.90"
6/5/2017,"1,280.00","1,137.50","141,364.10",989.7,"1,726.80","1,234.60"
6/6/2017,"1,293.50","1,148.20","141,502.40","1,003.20","1,741.90","1,246.40"
6/7/2017,"1,291.00","1,146.30","141,164.40",996.2,"1,742.70","1,244.20"
6/8/2017,"1,273.10","1,134.50","140,219.20",983.2,"1,719.10","1,231.30"
6/9/2017,"1,266.60","1,132.50","140,188.10",994,"1,701.00","1,228.90"
6/12/2017,"1,266.40","1,130.50","139,069.70",999.3,"1,702.20","1,227.30"
6/13/2017,"1,262.00","1,126.10","138,756.90",991.3,"1,668.80","1,221.90"
6/14/2017,"1,275.50","1,130.90","138,984.90",997.5,"1,684.70","1,232.60"
6/15/2017,"1,254.60","1,125.20","138,734.40",983.1,"1,668.40","1,223.00"
6/16/2017,"1,255.40","1,121.00","138,947.70",980.6,"1,662.30","1,221.60"
6/19/2017,"1,248.20","1,117.60","138,887.90",978.4,"1,648.00","1,215.60"
6/20/2017,"1,242.20","1,116.40","138,728.90",984.5,"1,649.30","1,212.30"
6/21/2017,"1,242.50","1,115.10","138,619.50",981.1,"1,651.00","1,211.10"
6/22/2017,"1,250.80","1,121.00","139,264.10",987.9,"1,654.40","1,216.10"
6/23/2017,"1,255.70","1,121.20","139,734.30",985.8,"1,664.80","1,216.50"
6/26/2017,"1,245.30","1,111.60","138,752.00",977.5,"1,648.70","1,208.40"
6/27/2017,"1,249.60","1,107.10","140,218.20",978,"1,647.60","1,205.80"
6/28/2017,"1,248.00","1,098.30","139,944.50",964.6,"1,630.50","1,198.30"
6/29/2017,"1,243.50","1,088.30","140,005.70",956.8,"1,615.20","1,189.80"
6/30/2017,"1,242.30","1,089.20","139,579.20",956.4,"1,613.30","1,189.60"
7/3/2017,"1,229.30","1,081.30","139,280.20",950.2,"1,597.50","1,183.90"
7/4/2017,"1,223.80","1,078.10","138,455.10",946.7,"1,580.80","1,181.00"
7/5/2017,"1,220.30","1,077.20","138,229.50",944.2,"1,586.60","1,178.80"
7/6/2017,"1,224.90","1,074.00","138,628.00",946,"1,584.00","1,179.50"
7/7/2017,"1,215.70","1,067.20","138,571.90",943.8,"1,567.00","1,172.50"
7/10/2017,"1,211.90","1,064.10","138,392.90",942.2,"1,560.50","1,171.70"
7/11/2017,"1,211.10","1,060.60","138,641.00",943,"1,564.90","1,172.80"
7/12/2017,"1,218.80","1,067.30","137,797.50",945.7,"1,562.90","1,175.10"
7/13/2017,"1,218.90","1,068.80","138,229.30",942.4,"1,553.70","1,179.50"
7/14/2017,"1,230.30","1,074.70","138,562.50",940.3,"1,558.80","1,187.70"
7/17/2017,"1,234.10","1,075.80","139,212.60",944.3,"1,560.80","1,188.40"
7/18/2017,"1,240.80","1,071.30","138,734.50",953,"1,567.10","1,182.40"
7/19/2017,"1,242.20","1,078.40","138,748.10",952.5,"1,564.60","1,185.50"
7/20/2017,"1,238.70","1,064.70","138,455.70",954,"1,554.70","1,178.40"
7/21/2017,"1,248.60","1,071.10","138,745.10",961.2,"1,563.90","1,182.90"
7/24/2017,"1,255.60","1,078.30","139,491.60",962.3,"1,570.10","1,187.80"
7/25/2017,"1,254.40","1,075.60","139,997.30",961.3,"1,571.80","1,190.20"
7/26/2017,"1,248.10","1,073.10","139,768.40",956,"1,564.40","1,196.80"
7/27/2017,"1,261.10","1,081.00","140,751.30",963.8,"1,577.60","1,214.70"
7/28/2017,"1,264.90","1,076.80","140,347.00",964.2,"1,571.50","1,225.30"
7/31/2017,"1,267.60","1,075.10","140,057.90",961.5,"1,585.10","1,223.00"
8/1/2017,"1,271.00","1,076.20","140,001.50",960.6,"1,587.00","1,227.40"
8/2/2017,"1,269.60","1,070.80","140,151.10",960.1,"1,596.70","1,228.10"
8/3/2017,"1,268.10","1,067.50","139,573.40",964.9,"1,592.40","1,227.80"
8/4/2017,"1,257.70","1,070.30","139,460.10",964.6,"1,591.20","1,223.70"
8/7/2017,"1,258.00","1,066.50","139,417.90",966,"1,596.00","1,223.30"
8/8/2017,"1,261.80","1,075.10","139,782.20",973.7,"1,600.40","1,231.80"
8/9/2017,"1,271.10","1,082.50","139,834.50",978.4,"1,615.50","1,227.70"
8/10/2017,"1,284.40","1,093.20","140,468.40",988.8,"1,631.80","1,238.10"
8/11/2017,"1,286.10","1,090.70","140,371.40",991.1,"1,631.40","1,238.20"
8/14/2017,"1,282.30","1,088.20","140,373.30",987.5,"1,626.50","1,244.00"
8/15/2017,"1,270.30","1,084.00","140,438.00",988.3,"1,620.60","1,235.80"
8/16/2017,"1,272.80","1,087.50","141,020.70",988.8,"1,616.70","1,241.30"
8/17/2017,"1,285.20","1,094.40","141,270.10",997.2,"1,625.50","1,239.10"
8/18/2017,"1,295.80","1,102.80","140,989.50","1,007.80","1,632.70","1,246.20"
8/21/2017,"1,292.90","1,094.10","140,609.30","1,001.80","1,626.90","1,241.60"
8/22/2017,"1,284.20","1,091.60","140,549.30","1,000.60","1,610.60","1,243.00"
8/23/2017,"1,286.70","1,089.00","140,296.30","1,005.60","1,616.60","1,241.50"
8/24/2017,"1,289.00","1,091.90","140,971.50","1,007.20","1,614.20","1,243.30"
8/25/2017,"1,285.30","1,082.60","140,425.40",998,"1,606.10","1,231.80"
8/28/2017,"1,285.30","1,075.10","140,367.60",994.1,"1,603.40","1,227.50"
8/29/2017,"1,318.70","1,096.50","143,403.20","1,018.30","1,649.00","1,249.00"
8/30/2017,"1,308.50","1,098.20","144,222.90","1,012.70","1,650.70","1,255.20"
8/31/2017,"1,311.80","1,103.30","144,371.20","1,018.00","1,644.60","1,260.60"
9/1/2017,"1,320.40","1,111.50","145,501.50","1,017.80","1,634.70","1,271.10"
9/4/2017,"1,333.10","1,119.10","146,007.80","1,028.90","1,655.10","1,274.60"
9/5/2017,"1,335.60","1,120.20","145,381.30","1,025.10","1,648.50","1,276.70"
9/6/2017,"1,337.90","1,120.70","145,591.50","1,023.60","1,636.70","1,276.00"
9/7/2017,"1,343.50","1,118.90","145,695.90","1,024.80","1,632.20","1,280.00"
9/8/2017,"1,346.30","1,120.00","145,267.10","1,021.10","1,636.00","1,275.90"
9/11/2017,"1,334.20","1,113.40","145,287.70","1,011.90","1,619.50","1,270.20"
9/12/2017,"1,326.50","1,109.70","145,802.20",999.9,"1,610.80","1,273.00"
9/13/2017,"1,327.60","1,114.00","146,807.10","1,003.40","1,618.70","1,278.80"
9/14/2017,"1,324.60","1,115.70","146,568.10",992.2,"1,615.00","1,280.60"
9/15/2017,"1,322.90","1,105.70","146,895.90",973.1,"1,610.50","1,270.30"
9/18/2017,"1,312.10","1,097.60","146,391.00",969.6,"1,602.80","1,259.90"
9/19/2017,"1,309.60","1,093.30","145,994.20",968.5,"1,609.20","1,260.80"
9/20/2017,"1,311.30","1,093.10","146,085.40",966.7,"1,606.50","1,261.30"
9/21/2017,"1,292.10","1,083.80","145,264.30",954,"1,594.80","1,257.20"
9/22/2017,"1,294.80","1,081.80","144,933.40",957.1,"1,592.90","1,254.50"
9/25/2017,"1,293.30","1,089.70","144,578.00",958.9,"1,596.30","1,253.30"
9/26/2017,"1,300.10","1,104.90","145,950.10",968.9,"1,610.60","1,262.00"
9/27/2017,"1,282.60","1,093.30","144,472.80",958.2,"1,586.30","1,250.10"
9/28/2017,"1,283.40","1,088.90","144,652.80",954.5,"1,599.80","1,246.70"
9/29/2017,"1,283.10","1,085.40","144,432.10",956.4,"1,604.70","1,241.50"
10/2/2017,"1,273.70","1,085.30","143,558.70",959.6,"1,592.10","1,239.90"
10/3/2017,"1,271.30","1,081.50","143,352.50",959.7,"1,590.00","1,237.90"
10/4/2017,"1,274.30","1,083.40","143,639.80",959.5,"1,589.60","1,241.40"
10/5/2017,"1,274.50","1,088.00","143,566.00",970,"1,596.60","1,246.30"
10/6/2017,"1,261.80","1,075.50","142,337.30",966.3,"1,582.20","1,234.10"
10/9/2017,"1,278.80","1,089.50","144,089.50",973.7,"1,605.00","1,252.70"
10/10/2017,"1,291.40","1,092.90","144,669.10",977,"1,613.50","1,258.10"
10/11/2017,"1,289.30","1,088.60","144,744.10",977.5,"1,613.60","1,253.90"
10/12/2017,"1,290.30","1,089.20","144,895.10",980,"1,609.60","1,259.50"
10/13/2017,"1,299.60","1,098.10","145,464.20",976.8,"1,622.00","1,266.30"
10/16/2017,"1,303.30","1,104.70","145,572.10",981.5,"1,634.30","1,270.90"
10/17/2017,"1,284.80","1,093.20","144,322.40",975.6,"1,615.40","1,259.10"
10/18/2017,"1,280.20","1,087.10","144,637.00",972.1,"1,597.40","1,256.80"
10/19/2017,"1,286.40","1,085.30","144,726.40",974.3,"1,602.90","1,253.50"
10/20/2017,"1,281.20","1,087.00","145,326.50",971.4,"1,614.80","1,260.10"
10/23/2017,"1,274.90","1,085.50","144,962.50",966.9,"1,612.10","1,256.90"
10/24/2017,"1,276.50","1,085.30","145,470.60",973.1,"1,617.50","1,263.40"
10/25/2017,"1,275.00","1,079.60","144,929.30",962.2,"1,630.30","1,262.30"
10/26/2017,"1,273.80","1,088.40","145,156.50",967.3,"1,633.80","1,269.30"
10/27/2017,"1,266.50","1,093.40","144,166.30",965.9,"1,632.30","1,265.70"
10/30/2017,"1,272.00","1,094.00","144,034.90",964,"1,632.60","1,268.10"
10/31/2017,"1,270.20","1,090.30","144,327.10",956.5,"1,637.40","1,266.10"
11/1/2017,"1,277.10","1,099.30","145,647.50",963.4,"1,646.30","1,278.70"
11/2/2017,"1,279.20","1,095.80","145,630.50",979,"1,638.50","1,276.10"
11/3/2017,"1,267.20","1,090.80","144,783.90",969.7,"1,618.30","1,267.50"
11/6/2017,"1,270.90","1,096.90","145,047.80",968.5,"1,622.50","1,271.60"
11/7/2017,"1,275.60","1,101.90","145,475.80",970.8,"1,632.50","1,274.30"
11/8/2017,"1,284.00","1,108.30","145,900.90",980.1,"1,635.80","1,284.00"
11/9/2017,"1,284.80","1,105.20","146,049.60",979.4,"1,631.50","1,282.60"
11/10/2017,"1,284.30","1,101.20","145,498.30",971.5,"1,627.70","1,277.50"
11/13/2017,"1,278.00","1,095.60","145,047.30",974.7,"1,625.80","1,272.20"
11/14/2017,"1,274.60","1,084.40","144,609.70",971.7,"1,627.00","1,264.10"
11/15/2017,"1,282.20","1,086.50","144,991.20",974.1,"1,638.00","1,269.00"
11/16/2017,"1,280.00","1,087.30","144,390.40",970.1,"1,630.10","1,271.40"
11/17/2017,"1,284.40","1,090.10","144,155.40",972.8,"1,645.50","1,272.70"
11/20/2017,"1,286.20","1,094.80","144,575.30",969.8,"1,646.30","1,274.70"
11/21/2017,"1,283.30","1,094.50","144,313.50",970.1,"1,637.90","1,273.50"
11/22/2017,"1,287.00","1,091.90","143,649.40",968.8,"1,637.80","1,265.50"
11/23/2017,"1,290.40","1,089.60","143,545.00",970.4,"1,641.20","1,266.90"
11/24/2017,"1,290.50","1,081.10","143,890.80",966.3,"1,638.70","1,263.30"
11/27/2017,"1,294.90","1,086.50","143,779.20",970.8,"1,647.60","1,270.20"
11/28/2017,"1,291.90","1,088.60","143,802.30",976.5,"1,655.30","1,271.40"
11/29/2017,"1,283.90","1,083.40","143,669.20",957.4,"1,649.70","1,263.60"
11/30/2017,"1,280.20","1,073.70","143,260.80",945.7,"1,649.30","1,257.10"
12/1/2017,"1,275.50","1,074.90","143,870.00",945.5,"1,624.10","1,255.30"
12/4/2017,"1,273.50","1,074.60","143,543.30",944.8,"1,618.60","1,254.10"
12/5/2017,"1,266.30","1,070.30","142,838.60",941,"1,606.10","1,250.30"
12/6/2017,"1,263.70","1,071.90","141,856.60",944.2,"1,613.20","1,250.80"
12/7/2017,"1,255.00","1,064.50","141,482.40",935.4,"1,611.40","1,246.30"
12/8/2017,"1,250.70","1,064.30","141,992.50",935,"1,608.60","1,243.70"
12/11/2017,"1,247.20","1,057.30","141,383.10",933.6,"1,602.80","1,235.40"
12/12/2017,"1,240.90","1,057.90","141,084.10",931.5,"1,597.90","1,231.70"
12/13/2017,"1,242.70","1,056.90","140,475.40",930,"1,597.30","1,229.20"
12/14/2017,"1,251.00","1,062.40","140,893.90",931.9,"1,606.50","1,238.60"
12/15/2017,"1,254.60","1,066.30","141,336.90",942.1,"1,609.20","1,244.40"
12/18/2017,"1,260.60","1,067.20","141,659.90",940.9,"1,620.40","1,242.40"
12/19/2017,"1,260.40","1,067.10","142,406.90",944.1,"1,625.50","1,244.50"
12/20/2017,"1,264.60","1,064.20","143,279.80",943.3,"1,625.30","1,245.10"
12/21/2017,"1,264.60","1,066.20","143,520.10",946.9,"1,609.70","1,250.80"
12/22/2017,"1,264.60","1,068.60","143,381.00",946.1,"1,613.10","1,251.70"
12/25/2017,"1,264.60","1,068.60","143,381.00",946.1,"1,613.10","1,251.70"
12/26/2017,"1,264.60","1,065.80","143,191.30",946.1,"1,606.70","1,251.40"
12/27/2017,"1,279.40","1,075.70","144,956.00",954.8,"1,620.20","1,264.40"
12/28/2017,"1,291.00","1,081.40","145,715.20",960.7,"1,625.60","1,263.90"
12/29/2017,"1,291.00","1,075.10","145,431.10",954.4,"1,617.60","1,258.10"
1/1/2018,"1,291.00","1,075.10","145,431.10",954.4,"1,617.60","1,258.10"
1/2/2018,"1,312.10","1,089.30","147,139.80",966.2,"1,640.70","1,275.60"
1/3/2018,"1,314.90","1,093.60","147,788.20",973.1,"1,648.40","1,284.70"
1/4/2018,"1,314.50","1,088.60","148,242.70",970,"1,646.70","1,281.30"
1/5/2018,"1,317.20","1,094.30","149,140.90",971.1,"1,632.70","1,284.70"
1/8/2018,"1,320.00","1,102.10","149,127.90",972,"1,639.20","1,288.70"
1/9/2018,"1,311.00","1,098.90","147,395.70",969.5,"1,633.50","1,288.50"
1/10/2018,"1,319.80","1,101.50","146,960.80",975.3,"1,647.30","1,289.10"
1/11/2018,"1,323.10","1,098.30","147,394.40",977.5,"1,658.70","1,289.90"
1/12/2018,"1,326.80","1,092.30","147,692.70",969.4,"1,659.70","1,288.70"
1/15/2018,"1,339.30","1,091.20","148,000.50",970.3,"1,661.70","1,290.20"
1/16/2018,"1,333.90","1,090.60","147,637.20",968.4,"1,655.10","1,283.50"
1/17/2018,"1,335.70","1,091.00","147,889.80",965.5,"1,664.10","1,283.40"
1/18/2018,"1,332.20","1,088.40","147,814.20",959.5,"1,661.00","1,278.00"
1/19/2018,"1,335.00","1,092.00","147,692.20",964.1,"1,662.40","1,283.80"
1/22/2018,"1,332.60","1,087.70","147,645.40",954.1,"1,658.80","1,280.20"
1/23/2018,"1,333.40","1,084.70","147,134.00",951.2,"1,658.10","1,276.90"
1/24/2018,"1,353.70","1,093.30","147,797.00",951.8,"1,671.50","1,280.30"
1/25/2018,"1,355.00","1,083.70","147,276.30",947.4,"1,665.00","1,262.40"
1/26/2018,"1,353.20","1,088.30","146,931.80",954.1,"1,667.90","1,265.40"
1/29/2018,"1,343.90","1,087.60","146,520.00",955.6,"1,657.20","1,258.30"
1/30/2018,"1,344.90","1,083.60","146,338.60",952.7,"1,657.80","1,257.00"
1/31/2018,"1,345.10","1,079.70","146,818.90",945.9,"1,650.20","1,250.40"
2/1/2018,"1,341.40","1,075.60","146,723.60",942.2,"1,647.50","1,245.00"
2/2/2018,"1,331.20","1,070.30","146,939.00",942.5,"1,649.40","1,240.60"
2/5/2018,"1,333.60","1,073.80","146,842.70",951.3,"1,663.00","1,249.50"
2/6/2018,"1,331.40","1,078.50","145,502.00",957.3,"1,668.70","1,249.90"
2/7/2018,"1,324.70","1,077.50","144,744.50",954.2,"1,661.00","1,251.50"
2/8/2018,"1,315.50","1,073.20","143,699.70",939.7,"1,657.30","1,235.90"
2/9/2018,"1,314.10","1,072.90","142,822.90",951.8,"1,657.60","1,235.60"
2/12/2018,"1,322.30","1,077.10","143,529.00",957.6,"1,668.00","1,241.80"
2/13/2018,"1,325.40","1,072.60","142,468.50",954.9,"1,669.90","1,237.40"
2/14/2018,"1,336.30","1,077.10","142,751.60",956.9,"1,677.60","1,243.90"
2/15/2018,"1,352.50","1,083.70","143,704.60",962.1,"1,693.50","1,249.30"
2/16/2018,"1,352.10","1,086.20","143,383.40",963,"1,695.80","1,250.80"
2/19/2018,"1,346.60","1,086.30","143,433.10",962.3,"1,693.50","1,251.10"
2/20/2018,"1,339.90","1,085.70","143,518.00",956.7,"1,690.30","1,252.20"
2/21/2018,"1,330.50","1,080.00","143,181.70",951.8,"1,684.90","1,246.60"
2/22/2018,"1,328.40","1,078.20","142,000.60",952.9,"1,687.40","1,242.10"
2/23/2018,"1,328.00","1,079.90","141,586.00",950.4,"1,683.00","1,243.10"
2/26/2018,"1,333.50","1,085.30","142,611.20",956.8,"1,694.50","1,251.20"
2/27/2018,"1,325.80","1,083.20","142,584.40",955.1,"1,691.00","1,246.60"
2/28/2018,"1,317.90","1,080.50","140,621.20",956.5,"1,688.60","1,245.40"
3/1/2018,"1,307.80","1,073.80","140,014.20",953,"1,679.90","1,240.30"
3/2/2018,"1,322.30","1,074.10","139,469.60",960.2,"1,704.00","1,240.30"
3/5/2018,"1,320.40","1,071.20","139,744.50",953.6,"1,712.70","1,239.20"
3/6/2018,"1,331.40","1,073.70","141,161.70",959,"1,717.20","1,250.30"
3/7/2018,"1,329.40","1,071.90","140,896.40",956.8,"1,724.00","1,252.60"
3/8/2018,"1,321.00","1,071.50","140,144.90",955.2,"1,709.60","1,253.50"
3/9/2018,"1,320.60","1,072.00","141,244.70",952.3,"1,695.40","1,254.80"
3/12/2018,"1,319.20","1,070.90","140,522.40",949.2,"1,693.30","1,251.70"
3/13/2018,"1,322.80","1,067.00","141,058.10",945.7,"1,710.20","1,248.40"
3/14/2018,"1,323.60","1,070.90","140,541.10",949.1,"1,713.50","1,252.60"
3/15/2018,"1,318.80","1,070.40","139,873.20",945.5,"1,721.90","1,253.30"
3/16/2018,"1,310.10","1,066.90","139,001.60",941.2,"1,715.60","1,248.80"
3/19/2018,"1,312.40","1,064.40","138,884.70",935.4,"1,718.10","1,248.00"
3/20/2018,"1,311.00","1,068.30","139,503.50",935.5,"1,715.60","1,251.80"
3/21/2018,"1,321.40","1,077.10","140,492.50",939.5,"1,712.10","1,260.70"
3/22/2018,"1,329.20","1,079.90","140,019.30",943,"1,718.90","1,261.60"
3/23/2018,"1,346.60","1,089.50","141,224.70",951.7,"1,732.90","1,274.70"
3/26/2018,"1,352.40","1,087.00","142,076.40",950.7,"1,746.60","1,276.80"
3/27/2018,"1,341.50","1,082.30","141,885.20",948.6,"1,727.50","1,272.00"
3/28/2018,"1,332.50","1,078.80","141,526.20",944.9,"1,717.20","1,270.60"
3/29/2018,"1,323.90","1,076.40","140,791.40",943.7,"1,706.80","1,267.70"
3/30/2018,"1,323.90","1,076.40","140,791.40",943.7,"1,706.80","1,267.70"
4/2/2018,"1,323.90","1,075.50","140,625.90",942,"1,708.40","1,264.20"
4/3/2018,"1,333.50","1,086.40","142,092.40",949.4,"1,706.90","1,278.50"
4/4/2018,"1,337.30","1,087.30","142,475.90",949.5,"1,714.70","1,283.10"
4/5/2018,"1,327.70","1,085.70","142,674.60",948.6,"1,698.50","1,278.80"
4/6/2018,"1,331.20","1,085.70","142,584.80",945.1,"1,700.80","1,279.20"
4/9/2018,"1,332.00","1,081.90","142,571.90",942.9,"1,695.40","1,275.60"
4/10/2018,"1,339.00","1,084.20","143,501.90",944.7,"1,690.50","1,280.30"
4/11/2018,"1,350.80","1,090.70","144,145.30",950.8,"1,698.10","1,292.90"
4/12/2018,"1,341.40","1,089.00","143,893.30",942.5,"1,691.00","1,291.10"
4/13/2018,"1,343.70","1,090.10","144,481.30",943.1,"1,693.90","1,293.00"
4/16/2018,"1,349.40","1,091.10","144,731.30",941.6,"1,696.60","1,295.40"
4/17/2018,"1,342.10","1,087.20","143,799.30",938.1,"1,686.90","1,296.10"
4/18/2018,"1,351.50","1,091.90","144,922.70",949.4,"1,702.20","1,307.10"
4/19/2018,"1,348.60","1,090.70","144,778.90",948.2,"1,700.30","1,308.10"
4/20/2018,"1,336.80","1,088.70","143,974.60",953.3,"1,700.70","1,302.20"
4/23/2018,"1,324.30","1,083.70","143,640.20",949.4,"1,699.20","1,294.30"
4/24/2018,"1,328.90","1,087.90","145,070.50",951.6,"1,704.50","1,303.50"
4/25/2018,"1,321.70","1,085.80","144,462.90",948.4,"1,702.40","1,300.40"
4/26/2018,"1,320.70","1,090.30","144,438.30",947.9,"1,700.10","1,304.50"
4/27/2018,"1,321.50","1,092.00","144,155.80",957.9,"1,699.70","1,306.10"
4/30/2018,"1,313.20","1,086.90","143,696.90",953.4,"1,683.50","1,299.90"
5/1/2018,"1,307.10","1,090.20","143,454.20",961.5,"1,686.30","1,301.70"
5/2/2018,"1,304.20","1,090.80","143,442.40",959,"1,676.00","1,302.20"
5/3/2018,"1,315.10","1,100.20","143,412.80",971.1,"1,696.20","1,314.20"
5/4/2018,"1,309.40","1,097.50","142,888.30",968.7,"1,684.70","1,310.90"
5/7/2018,"1,309.40","1,099.00","143,058.50",965,"1,684.00","1,313.70"
5/8/2018,"1,306.60","1,102.20","142,726.40",966.5,"1,694.40","1,309.00"
5/9/2018,"1,313.90","1,108.20","144,116.20",967.6,"1,690.20","1,319.50"
5/10/2018,"1,318.80","1,110.20","144,520.70",979.1,"1,689.70","1,324.00"
5/11/2018,"1,324.40","1,108.80","144,850.80",977.2,"1,693.30","1,324.30"
5/14/2018,"1,319.90","1,102.80","144,589.50",970.8,"1,685.00","1,317.20"
5/15/2018,"1,295.00","1,091.70","142,864.40",959.5,"1,668.70","1,297.20"
5/16/2018,"1,291.30","1,095.50","142,450.70",957.6,"1,653.30","1,292.10"
5/17/2018,"1,289.50","1,093.50","142,908.80",954.9,"1,649.90","1,292.40"
5/18/2018,"1,288.30","1,094.60","142,601.90",956.1,"1,658.10","1,286.60"
5/21/2018,"1,288.40","1,096.40","143,290.30",961,"1,654.60","1,286.00"
5/22/2018,"1,293.10","1,098.30","143,554.40",963.5,"1,651.80","1,284.10"
5/23/2018,"1,289.00","1,101.30","141,738.40",966.2,"1,660.40","1,281.00"
5/24/2018,"1,304.90","1,113.00","142,248.20",975.7,"1,683.00","1,293.20"
5/25/2018,"1,303.50","1,118.50","142,440.00",979.1,"1,692.00","1,292.40"
5/28/2018,"1,303.50","1,121.70","142,544.20",980.2,"1,696.60","1,295.20"
5/29/2018,"1,295.50","1,120.30","141,015.20",976.2,"1,685.60","1,288.80"
5/30/2018,"1,300.70","1,120.10","141,639.70",979.9,"1,675.20","1,287.30"
5/31/2018,"1,305.40","1,118.30","141,819.70",981,"1,693.30","1,283.30"
6/1/2018,"1,294.60","1,110.00","141,849.30",971.3,"1,677.10","1,279.20"
6/4/2018,"1,295.50","1,107.60","142,039.60",971.7,"1,674.80","1,279.70"
6/5/2018,"1,292.10","1,107.30","141,886.40",968.4,"1,680.60","1,276.50"
6/6/2018,"1,300.10","1,103.60","143,063.00",968.2,"1,678.20","1,281.00"
6/7/2018,"1,297.30","1,097.00","142,697.50",966.8,"1,682.90","1,274.50"
6/8/2018,"1,298.30","1,103.40","141,970.10",968.7,"1,683.40","1,279.10"
6/11/2018,"1,299.60","1,100.80","142,832.50",970.4,"1,690.10","1,279.50"
