date,price in usd per troy oz,price in eur per troy oz,price in jpy per troy oz,price in gbp per troy oz,price in cad per troy oz,price in chf per troy oz
12/29/1978,226,137.1,#N/A,110.7,#N/A,#N/A
1/1/1979,226,137.1,#N/A,110.7,#N/A,#N/A
1/2/1979,226.8,137.3,"43,164.90",111.5,263.7,359.6
1/3/1979,218.6,134,"43,717.90",108,264.4,365.9
1/4/1979,223.2,136.8,"43,674.90",110.7,264.1,366.4
1/5/1979,225.5,138.4,"44,582.50",111.6,268.4,373.7
1/8/1979,223.1,136.4,"44,436.20",110.2,269.5,372.6
1/9/1979,224,137.3,"44,045.60",111,266.3,372.8
1/10/1979,220.7,135.5,"43,366.40",109.9,261.8,365.9
1/11/1979,220.7,135.9,"43,770.60",110.2,262.5,370.9
1/12/1979,217.6,134.1,"42,837.10",109,257.2,364.6
1/15/1979,216.9,133.8,"42,795.30",108.8,256.8,367.8
1/16/1979,220.7,135.6,"43,225.90",110.2,260.9,367.7
1/17/1979,227.3,139.2,"44,349.70",113.3,267.6,376.2
1/18/1979,231.8,141.7,"44,823.40",115.3,270.8,379.1
1/19/1979,230.6,141.1,"46,908.80",115.1,280.9,396.1
1/22/1979,235,144,"46,387.40",117.6,278.3,393.5
1/23/1979,230,141.1,"45,633.10",115.2,273.3,386.8
1/24/1979,236.1,144.7,"46,372.40",118.1,278.9,392.8
1/25/1979,233.9,144,"46,890.30",117.3,280.1,397.2
1/26/1979,235.5,144.6,"46,801.30",118,279.6,394.6
1/29/1979,235.2,145.3,"46,917.30",117.9,279.3,395.3
1/30/1979,233.5,144.1,"46,907.20",116.9,278.5,394.2
1/31/1979,233.7,144.8,"45,160.30",117.4,267.1,379.3
2/1/1979,229.4,142.9,"47,160.50",115.8,279.2,397.1
2/2/1979,230.3,143.5,"46,328.30",116.3,275.5,393
2/5/1979,243.1,150.3,"47,766.00",122.2,285.8,403.9
2/6/1979,244.5,150.8,"48,317.70",122.6,289.7,408.7
2/7/1979,251.6,153.7,"48,835.70",124.9,296.9,412.3
2/8/1979,250.5,153.5,"50,293.30",124.9,303.3,420.6
2/9/1979,246.8,151.3,"48,548.60",123.3,291.4,405.7
2/12/1979,244.3,150,"49,820.40",121.9,298,415.4
2/13/1979,240.6,148.1,"48,714.80",120.1,291,406.5
2/14/1979,240.7,148.3,"47,638.50",120,283.2,397.9
2/15/1979,247.8,152.4,"49,146.70",123.6,292.6,408
2/16/1979,247.1,152.2,"49,351.90",123.3,293.5,411.9
2/19/1979,248.1,152.8,"50,094.50",123.9,298.3,417.5
2/20/1979,247,152.2,"49,921.70",123.2,296.4,414.5
2/21/1979,250.8,154.6,"50,398.60",124.9,297.8,417.1
2/22/1979,252.4,155.4,"50,607.40",125.6,300.2,420.5
2/23/1979,251,154.4,"50,405.40",124.8,299.4,418
2/26/1979,248.6,152.7,"50,592.60",123,299.7,416.8
2/27/1979,247.9,152.5,"50,111.40",122.6,296.3,412.9
2/28/1979,251.3,154.6,"50,209.10",124.2,295.5,413.6
3/1/1979,248.8,153.3,"50,821.00",123,295.7,417.7
3/2/1979,248,152.8,"50,920.80",122.7,295,417.3
3/5/1979,238.2,147,"49,760.50",117.8,287.5,407.9
3/6/1979,239.8,147.9,"48,982.70",118.4,283.9,401.2
3/7/1979,242.3,149.1,"49,423.00",119.1,286.7,403.8
3/8/1979,239.2,147.1,"48,791.80",117.1,281.9,397.9
3/9/1979,241,148.4,"49,315.20",118.2,284.1,401.7
3/12/1979,240,148,"49,652.40",117.6,283.9,403.5
3/13/1979,239.1,147.8,"50,063.30",117.2,280.6,403.2
3/14/1979,239.5,147.8,"49,758.40",117.6,281.1,402.8
3/15/1979,240.1,148.2,"49,673.70",117.9,281.4,403.4
3/16/1979,244,150.8,"49,687.00",120.2,280.8,403.1
3/19/1979,242.3,149.7,"50,584.70",119.7,284.6,410.9
3/20/1979,242.1,149.4,"50,126.50",119.1,283,407.5
3/21/1979,239.9,148.3,"49,778.10",118.1,280.2,407
3/22/1979,242.9,149.9,"49,959.60",119.4,283.7,410.3
3/23/1979,242.5,149.7,"49,816.20",119,282.7,409.1
3/26/1979,245.3,151,"50,353.10",119.4,285.2,411
3/27/1979,244.4,150.7,"51,005.20",119,287.9,415.3
3/28/1979,244.4,150.7,"50,684.10",119.3,283.7,410.5
3/29/1979,241.5,149.1,"50,335.80",117.5,281.1,408.5
3/30/1979,240.1,148,"50,274.30",116.2,278.2,406.2
4/2/1979,239.7,148.5,"50,844.10",115.9,277.6,409.2
4/3/1979,240,148.8,"51,208.10",116.2,278.1,409
4/4/1979,239.8,148.5,"51,481.10",116,277,409.2
4/5/1979,240.7,149.1,"51,850.40",116,277,411.9
4/6/1979,239.8,148.5,"51,488.40",114.9,275.8,410
4/9/1979,240.2,149.9,"51,461.30",114.7,276.3,414.6
4/10/1979,239.8,149.3,"50,895.10",114.1,274.8,411.8
4/11/1979,238.4,148.3,"50,867.50",114.2,274.3,410.2
4/12/1979,234,145.9,"50,311.20",112.4,267.7,403.4
4/13/1979,234,145.9,"50,311.20",112.4,267.7,403.4
4/16/1979,234,145.9,"50,311.20",112.4,267.7,403.4
4/17/1979,231.9,144.8,"50,326.70",111.2,264.9,399.2
4/18/1979,233.2,145.4,"50,551.00",112.5,267.4,402.7
4/19/1979,240.9,149.9,"52,131.70",115.9,275.6,413.5
4/20/1979,236.4,147.7,"51,974.40",114.3,271.2,410.4
4/23/1979,236.9,147.8,"51,665.50",114.5,270.3,407.1
4/24/1979,239.7,149.3,"52,353.10",115.9,273.7,412.1
4/25/1979,241.8,150.4,"52,722.50",118.4,275.5,414.5
4/26/1979,242.2,150.7,"52,836.40",118.6,277.5,414.5
4/27/1979,243.7,151.2,"53,323.20",118.6,277.2,416.3
4/30/1979,245.3,152.8,"54,144.60",118.8,278.5,420
5/1/1979,247.3,152.8,"54,994.60",119.6,281.6,423.9
5/2/1979,246.3,153.2,"55,508.90",119.1,281.5,425.1
5/3/1979,246.5,153.3,"55,244.10",118.7,281.3,423.5
5/4/1979,248.5,154.5,"54,691.30",119.6,284.4,426.3
5/7/1979,248.5,154.5,"54,691.30",119.6,284.4,426.3
5/8/1979,249,154.8,"56,574.90",120.4,289.4,429
5/9/1979,248,154.1,"52,685.40",119.9,286.5,423.5
5/10/1979,252.3,157.1,"53,975.20",123.1,291.7,432.3
5/11/1979,251.5,156.7,"54,147.00",123.1,291.7,433.4
5/14/1979,251,156.4,"53,537.50",122.8,291.4,431.1
5/15/1979,255.5,159.6,"54,229.80",123.9,294.1,437.9
5/16/1979,256.5,160.1,"54,923.00",124.5,296.1,442.7
5/17/1979,256.8,160.7,"55,795.90",124.9,297.6,446.5
5/18/1979,256.4,161.1,"56,328.20",125.2,297.2,448.2
5/21/1979,262,164.9,"57,123.70",128.2,302.2,454.7
5/22/1979,265.4,166.8,"58,180.60",129.8,307.2,461.2
5/23/1979,264.2,165.9,"57,750.80",128.4,304.4,457.1
5/24/1979,263.8,165.4,"57,519.30",128.5,303.9,456.1
5/25/1979,270.6,170,"59,393.00",131.9,313,469.5
5/28/1979,270.6,170,"59,393.00",131.9,313,469.5
5/29/1979,273.8,172.2,"61,318.30",133.2,319.8,480.9
5/30/1979,270.3,169.7,"60,036.90",131.3,316.3,472.9
5/31/1979,274.6,172,"61,057.10",132.7,321.6,478
6/1/1979,275.1,172.7,"61,222.20",132.6,322.7,479.8
6/4/1979,272.9,171,"60,143.80",131.3,321.6,472.9
6/5/1979,274.8,172.3,"60,913.30",132.1,323.9,478.6
6/6/1979,280,175.7,"61,851.50",135,329.5,487.4
6/7/1979,276.1,173.2,"61,289.20",133.7,329.1,483.1
6/8/1979,280,175.5,"60,878.70",135.7,325.9,480.4
6/11/1979,282.4,177,"61,768.20",136.5,331.8,489.4
6/12/1979,277.8,174,"61,274.00",132.8,327.6,483.1
6/13/1979,276.6,173.1,"60,790.60",131.5,323.4,477.7
6/14/1979,279,174.5,"61,359.20",133.1,326.9,481.6
6/15/1979,280,174.1,"61,190.10",132.9,327.2,474.3
6/18/1979,278,172.8,"61,551.70",132,328,478.6
6/19/1979,280.3,173,"61,040.10",132,328.6,469.7
6/20/1979,281.4,173.1,"61,423.70",131.9,329.5,469.8
6/21/1979,282.3,173.5,"61,430.40",131.9,329.8,466
6/22/1979,283.5,173.7,"60,816.20",132.4,331.3,466.3
6/25/1979,283.9,172.9,"60,879.60",131.5,332.8,467.8
6/26/1979,281.5,172.2,"60,781.40",130.8,328.5,468.6
6/27/1979,281.8,172.1,"60,768.30",130.7,326.9,465.9
6/28/1979,275.9,168.4,"60,922.40",127.2,328,465.6
6/29/1979,277.5,169,"60,161.40",127.3,322.6,457.7
7/2/1979,282.5,172.3,"61,572.10",129.1,329.9,467.4
7/3/1979,281.4,171.4,"61,559.80",127.7,328.4,467.2
7/4/1979,283.5,172.1,"61,420.90",127.4,329.2,467.8
7/5/1979,288.3,174.7,"62,193.30",129.3,333.9,473.1
7/6/1979,290.3,176.5,"63,156.60",130.7,336.3,482.3
7/9/1979,287.9,175.5,"63,193.00",130.7,335.6,483.7
7/10/1979,290.5,176.6,"63,110.60",130.7,336.1,482.3
7/11/1979,290.3,175.8,"63,196.60",130,336.9,481.3
7/12/1979,290.8,176.1,"63,164.40",130.5,336.9,481.2
7/13/1979,287.5,174.1,"62,730.70",129,335.2,476.5
7/16/1979,292.8,176.9,"63,167.00",130.6,337.7,479.6
7/17/1979,296.3,178.2,"64,137.30",130.5,343.8,484.4
7/18/1979,302.2,181.1,"64,895.20",132.7,353.6,495.2
7/19/1979,299.2,179.5,"64,755.70",130.4,349.5,490.6
7/20/1979,298.8,180.5,"64,874.20",131.4,347.5,491.2
7/23/1979,304.9,183.3,"65,495.30",132.5,352.9,495.3
7/24/1979,305.3,183.3,"65,716.20",131.3,357,501
7/25/1979,303.4,182.7,"65,194.30",130.7,353.1,497.3
7/26/1979,305.2,183.9,"65,100.50",131,354.3,498.2
7/27/1979,305.8,184.6,"65,782.60",132.3,357.4,502.6
7/30/1979,301.4,182.4,"66,160.20",130.3,355.6,505.3
7/31/1979,296.5,179.7,"63,972.90",131.9,345.2,490.6
8/1/1979,290.1,175.6,"62,918.90",127.8,341,482.7
8/2/1979,291.5,176.3,"63,431.70",128.5,344.5,485.8
8/3/1979,286.5,173.6,"62,575.10",126.2,338.7,478.9
8/6/1979,282.7,171.1,"62,104.30",126.3,337.2,475.6
8/7/1979,285.1,172.7,"61,136.20",128.5,331.2,468.7
8/8/1979,289,175,"62,137.00",130.4,336,476.2
8/9/1979,297.1,179.4,"63,273.30",132.9,343.4,483.5
8/10/1979,303.8,183.5,"65,453.40",135.2,355.2,498.8
8/13/1979,298.8,180.6,"65,892.90",133.6,356.4,502.5
8/14/1979,292,176.8,"63,535.90",130.8,343.5,485.4
8/15/1979,301.9,182.8,"65,116.20",135.2,351.8,498.2
8/16/1979,297.9,180.3,"64,350.70",134.1,347,491.1
8/17/1979,300.6,182,"64,911.40",135.5,349.3,495.6
8/20/1979,298.8,180.9,"65,015.90",134.5,349.7,496.7
8/21/1979,300.5,182,"65,064.10",135.9,348,495.6
8/22/1979,311,188.2,"68,363.00",140.2,363.2,516.7
8/23/1979,310.1,187.5,"67,814.10",139.4,360.6,512.9
8/24/1979,314.8,190.3,"69,005.80",140.9,367.1,520.6
8/27/1979,314.8,190.3,"69,005.80",140.9,367.1,520.6
8/28/1979,316.8,191.7,"69,720.10",140.8,369.3,524.7
8/29/1979,315.2,190.7,"69,669.40",139.9,368.3,522.2
8/30/1979,319.2,193.3,"70,216.90",142.1,373.3,528.8
8/31/1979,315.1,190.4,"69,957.50",139.9,370.4,526.4
9/3/1979,322.9,195.2,"70,663.60",143.6,372.2,529.4
9/4/1979,325,196.3,"71,652.30",145.2,378.4,536.7
9/5/1979,329,198.6,"72,842.20",146.7,384.5,544.3
9/6/1979,335.5,201.8,"75,211.00",149.3,397.7,558.8
9/7/1979,329.2,197.7,"73,062.70",146.3,386.1,538.6
9/10/1979,336.3,201.8,"74,343.60",149.8,391.3,547.6
9/11/1979,339.5,204.1,"75,034.60",151.5,393.1,553.1
9/12/1979,337.1,202.6,"74,928.00",151.7,391.6,549.4
9/13/1979,333,200.5,"74,863.20",151.1,389.2,547.7
9/14/1979,345.8,208.3,"77,158.80",159.5,401.7,564.7
9/17/1979,351.8,211.6,"78,404.30",163.5,407.8,572.5
9/18/1979,375.8,226,"83,085.70",174.4,432.6,604.5
9/19/1979,369,221.7,"84,013.10",172,437.8,610.2
9/20/1979,380,225.5,"82,666.80",175.8,438.2,593.5
9/21/1979,369,218.7,"82,970.40",170.6,435.7,586.2
9/24/1979,380.4,225.8,"84,025.40",176.4,440,594.7
9/25/1979,376.7,223.7,"83,744.30",174.5,439.2,591.8
9/26/1979,373.8,221.4,"81,538.70",170.8,432.4,586.2
9/27/1979,395.5,232.7,"86,286.80",179.5,448.9,601
9/28/1979,397.3,233.2,"89,088.50",180.4,460.7,616.5
10/1/1979,414.8,243.3,"89,971.80",189.1,463.7,618.3
10/2/1979,426,251.7,"98,479.70",194.4,507,683.1
10/3/1979,402,238,"93,915.80",184.1,486.3,662.7
10/4/1979,384,227.8,"88,097.60",175.5,459.5,625.8
10/5/1979,385,228.5,"82,378.00",176.5,428.6,580.4
10/8/1979,372,224.1,"85,050.00",173.7,439.1,609.5
10/9/1979,385.8,233,"85,177.10",179,441.5,612.6
10/10/1979,413,247.5,"92,305.80",190.3,480,659.1
10/11/1979,401.5,241.1,"90,552.20",185.5,469.9,647.3
10/12/1979,395,237.4,"88,219.70",182.9,455,629.1
10/15/1979,402.9,242.7,"92,023.70",186.8,470.9,653.5
10/16/1979,394.3,238,"92,475.90",183.1,468,652.1
10/17/1979,386,233.3,"90,520.30",180,454.1,637.7
10/18/1979,380.5,229.4,"88,734.10",176.8,450.6,626
10/19/1979,393,236.9,"89,644.50",182.4,458.8,638.5
10/22/1979,392,236.9,"92,412.10",182.4,467.4,658.7
10/23/1979,385,233.4,"91,351.00",182.2,459.6,649.4
10/24/1979,395,239,"91,215.10",187.1,460,645.4
10/25/1979,391.8,236.8,"91,551.50",185.4,461,648.5
10/26/1979,375,227.1,"87,847.50",178.2,442.7,625.9
10/29/1979,374,227.1,"88,354.10",178.4,442.9,629.8
10/30/1979,377.6,229.1,"89,523.80",182.6,444.4,629.9
10/31/1979,382,231.5,"90,261.10",184,449.3,631
11/1/1979,378.5,229.1,"90,343.70",182.7,449.2,627.2
11/2/1979,372.8,224.9,"87,451.50",180.4,442.7,609.2
11/5/1979,381,229.5,"89,567.30",184.2,448.3,621.6
11/6/1979,384.3,232.4,"91,293.80",185.3,453.5,633.6
11/7/1979,395,237.7,"94,304.40",187.6,464.2,641.1
11/8/1979,389.5,235.3,"94,877.80",186.8,465.5,647.1
11/9/1979,389.5,235.2,"94,910.30",186.2,463.6,644.5
11/12/1979,393.3,238,"97,156.10",186.3,467.1,655
11/13/1979,387.2,234.1,"95,666.80",183.5,459.3,643.6
11/14/1979,390,234.6,"94,744.90",184.5,459.9,641.8
11/15/1979,386,232.2,"95,632.20",180.1,458.7,641.8
11/16/1979,390.4,234.2,"95,287.00",180.8,456.9,636.7
11/19/1979,389.9,232.5,"95,623.40",178.7,459.8,639.4
11/20/1979,387.8,231.5,"95,814.70",178.9,457.6,639.7
11/21/1979,396.2,235.6,"98,469.90",182.2,465.6,651.1
11/22/1979,393.2,234.3,"98,227.80",180.8,464.7,653
11/23/1979,392,233.8,"97,141.70",181.3,458.7,644
11/26/1979,395.3,235,"98,613.60",182.8,460.5,649.4
11/27/1979,393.8,233.9,"98,172.40",182.2,460.9,649.3
11/28/1979,411.2,244.1,"100,859.30",189,475.1,663.1
11/29/1979,411.7,243.8,"102,304.20",188.6,481,666.7
11/30/1979,415.7,244.9,"104,134.10",189,488.1,667.2
12/3/1979,428.8,250.2,"106,564.90",193.7,499.2,669.7
12/4/1979,431.2,253.4,"107,709.60",196.5,505.8,692.6
12/5/1979,426.4,252.6,"104,888.50",195.7,497.8,687.2
12/6/1979,433.8,256.4,"105,700.00",198,507.1,697.1
12/7/1979,430.4,255.9,"103,067.20",198.6,499.5,693.6
12/10/1979,431.2,256.1,"100,364.80",198.9,502.2,695.8
12/11/1979,445.5,262.9,"103,219.20",203.5,515.1,706.7
12/12/1979,446.3,263,"106,939.70",203.5,521.9,720.8
12/13/1979,458.8,270.2,"110,462.50",208.1,535.7,732.3
12/14/1979,456.8,269.8,"111,349.70",207.7,539.1,741.6
12/17/1979,469.5,277,"109,990.90",213.6,540,740.6
12/18/1979,477.8,281.2,"113,394.50",217.3,555.9,760.8
12/19/1979,488.5,287.2,"117,982.00",221.6,580.4,791
12/20/1979,471.5,277.6,"112,844.10",214.4,560.3,763.9
12/21/1979,473.1,278.6,"113,275.70",214.8,558.2,763.2
12/24/1979,473.1,277.4,"113,219.00",214.3,557.1,759.8
12/25/1979,473.1,277.4,"113,219.00",214.3,557.1,759.8
12/26/1979,473.1,277.4,"113,219.00",214.3,557.1,759.8
12/27/1979,473.1,275.9,"121,724.60",211.2,597.2,803.4
12/28/1979,512,299,"123,650.70",229.1,604.3,820.5
12/31/1979,512,299.1,"125,630.30",230.6,611.8,835.6
1/1/1980,512,299.1,"125,630.30",230.6,611.8,835.6
1/2/1980,559.5,325.3,"133,142.80",249.6,650.6,881.4
1/3/1980,634,368.7,"150,523.20",283,739.5,993.1
1/4/1980,588,342.6,"139,976.90",262.8,696.3,940.3
1/7/1980,633.5,368.2,"146,612.50",280.1,740.5,994.8
1/8/1980,610,355.2,"144,534.50",269.7,720,970.4
1/9/1980,607.2,353.2,"140,712.20",267.9,699.4,943
1/10/1980,602.9,351.3,"143,335.50",266.8,709.1,961
1/11/1980,623,363.7,"144,022.20",276,710.3,966
1/14/1980,660,385,"152,960.90",290,755.3,"1,025.20"
1/15/1980,684,400.4,"163,350.70",300.3,794.9,"1,087.80"
1/16/1980,760,444.1,"182,227.20",335.1,889.5,"1,212.60"
1/17/1980,750,438.5,"174,614.60",329.4,845.6,"1,160.10"
1/18/1980,835,488,"197,571.00",365.4,958.6,"1,314.70"
1/21/1980,850,497.9,"203,368.40",372.2,978.5,"1,350.90"
1/22/1980,737.5,433.1,"182,912.20",324.1,883.9,"1,228.90"
1/23/1980,695,407.4,"154,157.60",305,753.4,"1,044.60"
1/24/1980,717,420.8,"170,461.30",314.7,824.3,"1,145.90"
1/25/1980,668,392.4,"165,544.60",295.1,802.5,"1,117.00"
1/28/1980,624,367.7,"151,060.70",277.5,731.7,"1,018.30"
1/29/1980,674.3,397,"161,914.90",298.7,789.9,"1,093.50"
1/30/1980,691,406.3,"168,187.90",305.1,817.5,"1,130.60"
1/31/1980,653,385,"159,889.70",288.1,774.1,"1,094.90"
2/1/1980,676.5,398.9,"162,339.90",297.5,780.8,"1,103.60"
2/4/1980,669.8,394.5,"161,421.20",293,778.6,"1,096.70"
2/5/1980,682,401.6,"158,624.50",297.8,767.7,"1,074.60"
2/6/1980,709,416,"167,040.10",306.6,806.6,"1,117.40"
2/7/1980,699.3,411,"169,113.20",304,815.6,"1,138.60"
2/8/1980,692,407.2,"166,396.40",301.1,797.8,"1,114.30"
2/11/1980,710.5,416.9,"172,540.40",308.3,828.4,"1,156.50"
2/12/1980,694.5,408.2,"170,027.70",302.4,816.6,"1,140.40"
2/13/1980,696.8,408.2,"168,263.80",301.8,806.8,"1,122.30"
2/14/1980,682,399.8,"167,463.90",294.9,798.4,"1,114.00"
2/15/1980,667,391.9,"163,960.40",290.6,783.2,"1,099.00"
2/18/1980,661.5,389,"162,932.80",288.1,773.7,"1,083.30"
2/19/1980,652.3,385.1,"162,367.10",287.1,767.3,"1,084.20"
2/20/1980,606,357.6,"153,816.80",265.9,721.2,"1,027.50"
2/21/1980,665,392.3,"158,940.80",290.7,744.1,"1,060.30"
2/22/1980,630,373.4,"159,073.90",276.6,740.7,"1,069.40"
2/25/1980,616.5,366.2,"155,220.80",270.8,719.2,"1,043.70"
2/26/1980,642.3,381.8,"157,881.50",282.1,731.9,"1,063.50"
2/27/1980,636,377.8,"156,184.60",278,719.9,"1,047.00"
2/28/1980,646,383.8,"158,453.00",282.7,731,"1,068.00"
2/29/1980,637,381.5,"161,056.00",280.3,732.6,"1,089.70"
3/3/1980,633.8,380.8,"157,829.40",282.7,727.8,"1,092.50"
3/4/1980,631.3,380.2,"155,964.80",282.2,729.3,"1,088.40"
3/5/1980,643.5,387.8,"158,456.90",287.1,735,"1,097.90"
3/6/1980,626,378.6,"157,449.70",280.3,731.5,"1,087.50"
3/7/1980,609,368.7,"149,300.30",273.3,696.8,"1,033.60"
3/10/1980,585,356,"149,108.20",263.9,700.5,"1,045.00"
3/11/1980,570.3,347.6,"140,653.20",256.1,662.5,987.5
3/12/1980,585.7,356.2,"144,158.70",262.1,678.7,"1,007.60"
3/13/1980,556.5,340.7,"142,477.00",250.3,671.2,"1,001.10"
3/14/1980,523,322.6,"125,192.70",236.2,592.4,881.9
3/17/1980,484,304.9,"119,725.50",221.5,568.9,859
3/18/1980,481.5,303.6,"117,852.00",219.5,558.8,842.6
3/19/1980,527,331.6,"127,738.30",240.3,604.2,910.6
3/20/1980,561,351.6,"139,356.80",255.2,661.2,988.4
3/21/1980,525,331,"133,167.00",240.9,632,953.7
3/24/1980,558.3,353.8,"135,533.00",255.7,644.7,971.7
3/25/1980,547.3,348,"136,687.00",249.8,653.3,984.5
3/26/1980,507.5,322,"130,772.00",231.1,621.9,941.9
3/27/1980,485.3,311.6,"121,528.00",223.1,577.2,890.2
3/28/1980,490,315.8,"122,274.70",225.4,580.4,894.8
3/31/1980,494.5,321.6,"125,800.00",228.5,599.5,931.9
4/1/1980,509.5,335.2,"131,003.60",237.8,616.6,963.9
4/2/1980,500.5,326.9,"125,713.30",232.3,592.6,923.2
4/3/1980,485.8,318,"126,416.90",227.1,585.7,916.8
4/4/1980,485.8,318,"126,416.90",227.1,585.7,920.9
4/7/1980,485.8,318,"126,416.90",227.1,585.7,916.8
4/8/1980,528,343.7,"134,324.70",243.7,614,958.1
4/9/1980,554,352.1,"138,632.00",254.1,645.1,978.6
4/10/1980,526,333.4,"135,307.20",240.7,636,954.3
4/11/1980,530.5,335.4,"134,605.40",241.6,627,932.3
4/14/1980,529.8,334,"133,915.50",240.5,629.3,929.1
4/15/1980,497.5,317.8,"125,263.80",227.6,587.7,884.8
4/16/1980,520,327.6,"128,027.80",234.5,609.1,890.2
4/17/1980,513,321.7,"127,300.10",230.7,605.8,886
4/18/1980,515.6,323.5,"127,464.10",232.3,606.1,890.9
4/21/1980,506,316.6,"127,982.30",226.6,604.5,883.4
4/22/1980,502.4,315.6,"123,652.70",224.5,585.4,859.7
4/23/1980,506.5,313,"124,073.80",223.7,596.7,861.5
4/24/1980,515.7,317.8,"125,400.90",227.6,608.1,874.4
4/25/1980,551.5,339,"135,211.00",242.3,652.8,936.2
4/28/1980,524.3,320.3,"129,141.80",229.6,635.2,894.7
4/29/1980,513.8,314.2,"122,713.20",226.3,610.1,856.5
4/30/1980,518,317.3,"124,139.10",229.4,616.1,865.5
5/1/1980,490,300.1,"121,972.00",216.8,604,845.7
5/2/1980,512.5,316.7,"122,553.80",227.2,608.4,863.8
5/5/1980,512.5,316.7,"122,553.80",227.2,608.4,863.8
5/6/1980,512.5,312.4,"119,955.70",224.8,614.3,855.1
5/7/1980,510,310.2,"118,039.80",223.5,602.6,839.6
5/8/1980,515.8,314.8,"119,896.30",225.6,606,852.9
5/9/1980,508.3,312.7,"118,309.90",224.2,602.9,857.8
5/12/1980,513.3,313.4,"115,682.00",225,601.5,848
5/13/1980,512,312.5,"115,744.70",224.3,600.4,848.5
5/14/1980,525,320.1,"118,041.70",229.4,608.5,861.5
5/15/1980,517,314.9,"117,466.10",224.7,608.1,858.3
5/16/1980,516.5,315.6,"118,404.80",226.1,606,860.9
5/19/1980,513.8,314.6,"117,862.80",225,605.2,862.8
5/20/1980,507.8,311.1,"115,489.40",221.6,598.4,856.7
5/21/1980,513.5,312.2,"114,978.90",220.2,592.8,850.3
5/22/1980,501,304.4,"113,637.30",215.1,589.3,844.4
5/23/1980,511.3,309.1,"112,876.10",218,592.1,843
5/26/1980,511.3,309.1,"112,876.10",218,592.1,843
5/27/1980,514.8,308.5,"112,688.00",217.2,595.5,842.2
5/28/1980,526.5,316.7,"117,061.60",223.2,609,863
5/29/1980,519.6,313.2,"116,567.30",221.4,604.4,862.6
5/30/1980,535.5,323.1,"118,403.70",228.4,615.4,880.4
6/2/1980,561.5,339.1,"125,847.10",240.2,652.1,933.9
6/3/1980,552.5,333.8,"123,342.60",239.8,643.6,918.2
6/4/1980,571.5,344.4,"125,695.10",246.1,657.5,934.8
6/5/1980,581.8,350.6,"127,975.00",249.6,672.8,957.3
6/6/1980,597,358.2,"130,788.60",255,687,977.1
6/9/1980,623.8,373.9,"135,856.00",265.3,721.9,"1,018.30"
6/10/1980,604,362.2,"130,892.80",258.9,697.6,984.6
6/11/1980,596,358.1,"129,475.40",255.3,682,969.8
6/12/1980,590,354.4,"127,579.00",252.2,676,956.8
6/13/1980,608.4,364,"131,880.70",259.8,698.2,983.9
6/16/1980,595,357.4,"129,344.10",254.2,687.7,976.8
6/17/1980,591.8,356.3,"127,674.50",254,680.5,964.2
6/18/1980,602.5,362.2,"130,739.80",258.3,692.2,976.7
6/19/1980,599,360.4,"129,368.30",256.5,688,973
6/20/1980,602.9,362.8,"131,053.80",258.2,693.9,985.5
6/23/1980,596.5,358.5,"128,768.70",254.7,685,973.4
6/24/1980,603,363,"129,900.80",258.1,689.4,982
6/25/1980,622.5,374.6,"135,572.40",266.5,717.2,"1,019.30"
6/26/1980,624.5,375.7,"135,432.10",266.4,718.6,"1,014.70"
6/27/1980,637.5,383.6,"137,358.80",271.6,725.7,"1,027.80"
6/30/1980,653.5,392.7,"145,558.90",277.3,762.4,"1,078.90"
7/1/1980,660,396.8,"143,974.20",279.6,753.9,"1,067.30"
7/2/1980,661.5,397.9,"146,799.70",280.6,771.1,"1,087.50"
7/3/1980,663.5,398.8,"145,779.60",282.6,760.5,"1,072.80"
7/4/1980,666.5,399,"146,398.30",282.6,763.5,"1,075.30"
7/7/1980,667.5,397.5,"145,015.00",280.2,760.1,"1,057.60"
7/8/1980,687.5,408.8,"150,884.40",289.7,787.4,"1,096.80"
7/9/1980,671,399.4,"148,000.10",282.8,775.9,"1,082.00"
7/10/1980,656.5,390.6,"144,309.60",276.4,762.6,"1,062.40"
7/11/1980,667,397.1,"144,390.90",280.5,764,"1,057.50"
7/14/1980,650,387.2,"141,627.40",273.6,746.4,"1,041.50"
7/15/1980,619.5,370.3,"135,910.90",261.1,715.5,"1,000.30"
7/16/1980,624.8,372.9,"136,679.40",263.3,718.6,"1,002.90"
7/17/1980,627.3,373,"137,765.30",263.4,724.6,"1,006.40"
7/18/1980,606,362,"134,356.80",255.2,703,982.6
7/21/1980,617.5,368.1,"136,397.60",259.5,715.4,995
7/22/1980,613,364.4,"135,142.00",256.7,705,976.9
7/23/1980,631.3,375.6,"141,516.40",264.7,728.8,"1,011.70"
7/24/1980,643,381.8,"141,870.50",268.3,732.6,"1,013.00"
7/25/1980,651.8,387.4,"147,061.50",272.5,754.5,"1,043.60"
7/28/1980,643.5,383.1,"145,257.80",269.6,743.2,"1,028.20"
7/29/1980,646.8,387.6,"146,432.30",272.8,750.9,"1,048.40"
7/30/1980,629,380.1,"144,591.40",267.8,742.2,"1,048.10"
7/31/1980,614.3,372.4,"140,586.50",262.2,718.1,"1,019.50"
8/1/1980,622,379.3,"145,224.00",266.6,741.2,"1,063.30"
8/4/1980,630.8,383,"140,612.50",269.2,720.5,"1,027.00"
8/5/1980,630.5,381.3,"142,246.50",267.7,727.1,"1,031.50"
